playlist_name,playlist_link,user,danceability_var,danceability_mean,danceability_max,danceability_min,energy_var,energy_mean,energy_max,energy_min,key_var,key_mean,key_max,key_min,loudness_var,loudness_mean,loudness_max,loudness_min,mode_var,mode_mean,mode_max,mode_min,speechiness_var,speechiness_mean,speechiness_max,speechiness_min,instrumentalness_var,instrumentalness_mean,instrumentalness_max,instrumentalness_min,liveness_var,liveness_mean,liveness_max,liveness_min,valence_var,valence_mean,valence_max,valence_min,tempo_var,tempo_mean,tempo_max,tempo_min,duration_ms_var,duration_ms_mean,duration_ms_max,duration_ms_min,time_signature_var,time_signature_mean,time_signature_max,time_signature_min
metropolis,https://open.spotify.com/playlist/37i9dQZF1DX8CopunbDxgW?si=9cdd50bfbe2e4ead,Public 8,0.012321952,0.67774,0.898,0.351,0.024467477,0.71476,0.971,0.309,16.17888889,5.73,11,0,6.087491052,-7.07641,-2.461,-13.982,0.247575758,0.43,1,0,0.006946955,0.084823,0.484,0.0275,0.110105695,0.227252828,0.956,0,0.011653969,0.158585,0.747,0.0265,0.058239737,0.502343,0.946,0.0458,383.0897848,117.95026,196.011,69.937,2590264636,225542.35,408800,126044,0.01979798,3.98,4,3
Make Out Jams,https://open.spotify.com/playlist/37i9dQZF1DXbEm2sKzgoJ8?si=933e25091d264102,Public 14,0.017755838,0.6248,0.913,0.228,0.023906516,0.497216,0.854,0.0203,12.03676768,5.06,11,0,11.32756544,-8.32945,0.829,-23.163,0.252525253,0.5,1,0,0.005379146,0.088157,0.439,0.0259,0.011779444,0.028618351,0.761,0,0.011916385,0.161624,0.659,0.0554,0.036090013,0.399179,0.852,0.0678,939.5284325,120.16734,187.693,57.75,1990174221,203891.27,362653,109326,0.082727273,3.91,4,3
Heartbreaker,https://open.spotify.com/playlist/37i9dQZF1DWXxauMBOQPxX?si=ab7306309152477e,Public 14,0.011815582,0.52836,0.736,0.336,0.034157267,0.42572,0.885,0.136,13.39142857,4.58,11,0,4.386402194,-7.83436,-4.08,-13.4,0.163265306,0.8,1,0,0.002893932,0.052756,0.31,0.0242,0.001425242,0.005392627,0.267,0,0.011203675,0.14664,0.641,0.0543,0.02162112,0.300634,0.58,0.0765,762.8723083,108.83218,174.185,67.016,942366585.5,226337.94,290900,175345,0.132653061,3.9,5,3
Deep House Relax,https://open.spotify.com/playlist/37i9dQZF1DX2TRYkJECvfC?si=893930a8e1f34b4f,Public 8,0.015036879,0.68636,0.889,0.148,0.028032745,0.67423,0.965,0.144,13.66666667,5.1,11,0,8.515723416,-10.34859,-3.179,-20.631,0.250909091,0.46,1,0,0.00124643,0.051282,0.334,0.0302,0.081081604,0.705424914,0.96,4.14E-05,0.011455933,0.134083,0.694,0.0254,0.060284891,0.307598,0.918,0.0321,115.2821878,120.45165,177.971,90.004,8849941416,292160.03,536046,133608,0.04959596,3.97,5,3
Jazzy Romance,https://open.spotify.com/playlist/37i9dQZF1DWTbzY5gOVvKd?si=f3982c0695c042cb,Public 14,0.017563238,0.469576,0.744,0.0866,0.013012524,0.225579,0.591,0.018,10.72515152,4.61,11,0,11.71947974,-13.16511,-6.205,-25.341,0.203636364,0.72,1,0,0.000121657,0.038385,0.0908,0.0249,0.004655386,0.013346514,0.638,0,0.002996571,0.135398,0.357,0.0715,0.019130898,0.25174,0.706,0.0579,876.6012937,110.55642,189.133,52.081,4085307599,251474.22,423013,121040,0.366060606,3.76,5,1
Tropical House,https://open.spotify.com/playlist/37i9dQZF1DX0AMssoUKCz7?si=dcc7c88de66a44d6,Public 8,0.005831823,0.69857,0.92,0.453,0.018462673,0.67071,0.939,0.346,13.15393939,5.76,11,0,6.082159263,-7.67101,-3.104,-14.345,0.246060606,0.58,1,0,0.002574771,0.062562,0.366,0.0254,0.071741235,0.113130685,0.928,0,0.017960647,0.212865,0.615,0.0565,0.037279497,0.415303,0.854,0.0585,59.88618862,114.61538,125.981,91.952,1094712099,167497.3,333448,109831,0.01,3.99,4,3
y2k,https://open.spotify.com/playlist/37i9dQZF1DX6MAQN3OnFEl?si=77baaade088b4670,Public 15,0.015892405,0.72933,0.963,0.465,0.017031165,0.77508,0.977,0.404,13.63878788,4.76,11,0,3.326338389,-5.23412,-1.6,-10.998,0.251616162,0.53,1,0,0.011658087,0.116716,0.501,0.027,0.015729623,0.032633481,0.683,0,0.032967525,0.188323,0.951,0.0234,0.0312966,0.70008,0.969,0.268,639.8383529,117.49845,200.031,77.987,924142729.9,229428.14,337733,171360,0.01979798,4.02,5,4
Top Christian & Gospel,https://open.spotify.com/playlist/37i9dQZF1DXcb6CQIjdqKy?si=d086ee92c2814a6f,Public 9,0.014139523,0.49335,0.803,0.239,0.03230296,0.6027,0.93,0.155,14.69535354,5.46,11,0,4.102027779,-6.46683,-1.945,-14.368,0.106666667,0.88,1,0,0.002293183,0.052611,0.348,0.0263,1.27E-05,0.000415304,0.0355,0,0.031913368,0.183312,0.95,0.0512,0.039033269,0.360911,0.881,0.0496,1033.121909,124.61163,201.598,72.338,3743074949,239155.45,484515,149657,0.106666667,3.88,4,3
State of Jazz,https://open.spotify.com/playlist/37i9dQZF1DX7YCknf2jT6s?si=0d0e7723cb714d03,Public 15,0.01908211,0.52303,0.86,0.203,0.041837467,0.529677,0.925,0.0937,12.37939394,4.62,11,0,10.64739818,-11.07076,-4.659,-19.406,0.251616162,0.53,1,0,0.002860238,0.064503,0.377,0.027,0.107684147,0.635216654,0.956,1.66E-05,0.009633165,0.141005,0.733,0.0322,0.052150821,0.489143,0.964,0.0436,836.377318,110.36424,187.135,57.888,7571954891,280442.18,493088,89000,0.336464646,3.87,5,1
Top Christian Contemporary,https://open.spotify.com/playlist/37i9dQZF1DWUileP28ODwg?si=65bfcae4f8874b71,Public 9,0.013909434,0.50102,0.799,0.236,0.029200349,0.609397,0.882,0.0717,15.36111111,4.55,11,0,4.633010905,-6.27606,-2.921,-18.447,0.047979798,0.95,1,0,0.000314733,0.040611,0.123,0.0264,0.001591919,0.004001671,0.399,0,0.012543576,0.154502,0.577,0.0542,0.033170995,0.381754,0.967,0.0917,1104.649731,120.40498,195.985,55.917,1658949201,219329.24,481803,154385,0.102929293,3.91,5,3
Pop Goes Classical,https://open.spotify.com/playlist/37i9dQZF1DWUPafHP1BJw1?si=bfeeece793b644f1,Public 15,0.033452567,0.44772,0.948,0.142,0.039100873,0.271811,0.865,0.0132,11.68272727,4.79,11,0,39.95529959,-14.49739,-3.765,-31.864,0.22979798,0.65,1,0,0.000677874,0.045791,0.208,0.0268,0.097135373,0.682697879,0.978,4.49E-05,0.010082565,0.129672,0.786,0.041,0.049892567,0.314371,0.961,0.0368,915.6413539,116.75137,207.879,57.028,1815719625,209069.82,344704,115683,0.207171717,3.93,5,1
Disney Hits,https://open.spotify.com/playlist/37i9dQZF1DX8C9xQcOrE6T?si=9d24e1c72c2247ba,Public 9,0.026029486,0.52778,0.905,0.162,0.045591324,0.475084,0.941,0.0724,13.22666667,4.16,11,0,16.98925175,-10.07494,-3.644,-19.473,0.155454545,0.81,1,0,0.005957632,0.082717,0.42,0.0258,2.97E-05,0.001057806,0.0461,0,0.02706092,0.198139,0.908,0.0373,0.054735802,0.485543,0.947,0.0783,932.0222983,118.33884,205.863,61.551,2406123292,178607.77,333265,50765,0.22010101,3.89,5,1
Roots Rising,https://open.spotify.com/playlist/37i9dQZF1DWYV7OOaGhoH0?si=927ba221611e4d80,Public 15,0.013792365,0.56528,0.815,0.265,0.031877514,0.460263,0.889,0.0789,13.26656566,5.31,11,0,9.084358572,-9.63071,-3.225,-19.788,0.142525253,0.83,1,0,0.000206758,0.038095,0.109,0.0244,0.033284089,0.077161893,0.934,0,0.002636724,0.122036,0.377,0.0523,0.044990037,0.421752,0.933,0.0742,725.2499855,119.02774,202.466,69.94,2064907912,225627.38,372160,119975,0.227878788,3.88,4,1
Throwback Workout,https://open.spotify.com/playlist/37i9dQZF1DX8CwbNGNKurt?si=6bd59c9494fb4401,Public 9,0.014304366,0.76128,0.967,0.502,0.011488865,0.7266,0.974,0.454,13.45297297,4.92,11,0,3.151439374,-5.27276,-2.027,-10.96,0.252252252,0.466666667,1,0,0.011302427,0.139153333,0.484,0.0286,0.007648585,0.012409845,0.751,0,0.030450822,0.162793333,0.82,0.0289,0.043933878,0.653013333,0.969,0.1,548.5945144,112.9058133,177.87,76.993,1301596296,238519.6133,369573,161507,0.013333333,4.013333333,5,4
Feeling Accomplished,https://open.spotify.com/playlist/37i9dQZF1DWTDafB3skWPN?si=014b5262785f4ed9,Public 9,0.018708712,0.76668,0.964,0.395,0.021796124,0.68828,0.955,0.317,13.48122449,5.78,11,0,2.48360361,-5.94632,-1.802,-10.732,0.240408163,0.62,1,0,0.01294134,0.17249,0.447,0.0294,0.01127051,0.015425906,0.751,0,0.017976913,0.192396,0.65,0.0471,0.036739179,0.55562,0.912,0.219,729.7998779,125.20968,190.05,82.962,1643494664,213580.72,305350,125302,0,4,4,4
Classic Acoustic,https://open.spotify.com/playlist/37i9dQZF1DX504r1DvyvxG?si=ff94d450cd394949,Public 15,0.012971553,0.54927,0.815,0.292,0.035407796,0.394169,0.827,0.0404,11.0359596,5.12,11,0,17.35033505,-12.73266,-5.313,-23.548,0.142525253,0.83,1,0,0.000190994,0.037402,0.131,0.0244,0.020444518,0.043846275,0.88,0,0.02480259,0.162629,0.898,0.0498,0.037352809,0.524715,0.961,0.0445,801.7970064,119.53258,182.583,75.752,3489984797,232066.59,391376,102987,0.082727273,3.91,4,3
Pumped Pop,https://open.spotify.com/playlist/37i9dQZF1DX5gQonLbZD9s?si=854b4cbd67384290,Public 10,0.010568565,0.719613333,0.95,0.495,0.012106291,0.764626667,0.965,0.505,13.62630631,5.573333333,11,0,1.49447554,-4.707693333,-2.268,-7.621,0.252972973,0.52,1,0,0.002880174,0.077858667,0.255,0.031,0.000199159,0.002510306,0.119,0,0.014707037,0.170432,0.598,0.036,0.043770972,0.602892,0.922,0.0389,215.7757286,122.51284,166.02,80.87,1428700727,194396.08,284867,109120,0.013333333,3.986666667,4,3
I Love My '90s R&B,https://open.spotify.com/playlist/37i9dQZF1DX6VDO8a6cQME?si=c01f144f0f844f59,Public 16,0.008253361,0.71948,0.902,0.532,0.021992252,0.541533333,0.921,0.16,11.55243243,6.04,11,0,6.264993516,-8.539413333,-2.383,-16.302,0.225225225,0.333333333,1,0,0.005205982,0.087592,0.29,0.0233,0.003188643,0.012477781,0.471,0,0.02415242,0.171750667,0.726,0.0365,0.044515525,0.62896,0.966,0.133,827.8223363,108.95248,184.374,64.979,1851987886,276178.88,440467,166693,0.038918919,3.96,4,3
Beast Mode,https://open.spotify.com/playlist/37i9dQZF1DX76Wlfdnj7AP?si=990fce8ede4648ce,Public 10,0.009888336,0.73937,0.923,0.477,0.018166595,0.70253,0.965,0.373,14.31222222,5.03,11,0,3.443504031,-5.83464,-2.657,-11.814,0.252424242,0.51,1,0,0.012403252,0.132201,0.595,0.0309,0.005756911,0.013873046,0.605,0,0.018470995,0.19197,0.79,0.0374,0.051789325,0.509569,0.972,0.0389,500.7868412,124.95884,178.781,61.311,1863040475,188188.96,322347,97393,0.11959596,3.96,5,1
All The Feels,https://open.spotify.com/playlist/37i9dQZF1DX7gIoKXt0gmx?si=ef9e3bbcd0fc4040,Public 16,0.013536366,0.63159,0.874,0.346,0.023735427,0.46774,0.792,0.126,12.74939394,5.41,11,0,6.899493811,-8.37563,-3.724,-16.383,0.250909091,0.46,1,0,0.009219662,0.11206,0.425,0.0301,0.006215513,0.009634162,0.786,0,0.007548881,0.144831,0.559,0.0762,0.0277719,0.348864,0.811,0.0348,948.981197,114.51878,193.818,57.723,1777594817,212358.03,323747,130882,0.22979798,3.85,5,1
